Location,Pixel_val,Coord_val
1337,"(26, 37)","(-11.72243887594836, 7.721483339625273)"
1338,"(26, 38)","(-11.72243887594836, 7.659905561354874)"
1339,"(26, 39)","(-11.72243887594836, 7.598327783084473)"
1340,"(26, 40)","(-11.72243887594836, 7.536750004814074)"
1341,"(26, 41)","(-11.72243887594836, 7.475172226543673)"
1342,"(26, 42)","(-11.72243887594836, 7.413594448273273)"
1343,"(26, 43)","(-11.72243887594836, 7.3520166700028735)"
1344,"(26, 44)","(-11.72243887594836, 7.290438891732474)"
1345,"(26, 45)","(-11.72243887594836, 7.228861113462074)"
1346,"(26, 46)","(-11.72243887594836, 7.167283335191673)"
1347,"(26, 47)","(-11.72243887594836, 7.105705556921274)"
1348,"(26, 48)","(-11.72243887594836, 7.044127778650873)"
1349,"(26, 49)","(-11.72243887594836, 6.982550000380474)"
1350,"(27, 0)","(-11.661822208796758, 9.999861135630074)"
1351,"(27, 1)","(-11.661822208796758, 9.938283357359673)"
1352,"(27, 2)","(-11.661822208796758, 9.876705579089274)"
1353,"(27, 3)","(-11.661822208796758, 9.815127800818873)"
1354,"(27, 4)","(-11.661822208796758, 9.753550022548474)"
1355,"(27, 5)","(-11.661822208796758, 9.691972244278073)"
1356,"(27, 6)","(-11.661822208796758, 9.630394466007674)"
1357,"(27, 7)","(-11.661822208796758, 9.568816687737273)"
1358,"(27, 8)","(-11.661822208796758, 9.507238909466874)"
1359,"(27, 9)","(-11.661822208796758, 9.445661131196474)"
1360,"(27, 10)","(-11.661822208796758, 9.384083352926073)"
1361,"(27, 11)","(-11.661822208796758, 9.322505574655674)"
1362,"(27, 12)","(-11.661822208796758, 9.260927796385273)"
1363,"(27, 13)","(-11.661822208796758, 9.199350018114874)"
1364,"(27, 14)","(-11.661822208796758, 9.137772239844473)"
1365,"(27, 15)","(-11.661822208796758, 9.076194461574074)"
1366,"(27, 16)","(-11.661822208796758, 9.014616683303673)"
1367,"(27, 17)","(-11.661822208796758, 8.953038905033274)"
1368,"(27, 18)","(-11.661822208796758, 8.891461126762874)"
1369,"(27, 19)","(-11.661822208796758, 8.829883348492473)"
1370,"(27, 20)","(-11.661822208796758, 8.768305570222074)"
1371,"(27, 21)","(-11.661822208796758, 8.706727791951673)"
1372,"(27, 22)","(-11.661822208796758, 8.645150013681274)"
1373,"(27, 23)","(-11.661822208796758, 8.583572235410873)"
1374,"(27, 24)","(-11.661822208796758, 8.521994457140474)"
1375,"(27, 25)","(-11.661822208796758, 8.460416678870073)"
1376,"(27, 26)","(-11.661822208796758, 8.398838900599674)"
1377,"(27, 27)","(-11.661822208796758, 8.337261122329274)"
1378,"(27, 28)","(-11.661822208796758, 8.275683344058873)"
1379,"(27, 29)","(-11.661822208796758, 8.214105565788474)"
1380,"(27, 30)","(-11.661822208796758, 8.152527787518073)"
1381,"(27, 31)","(-11.661822208796758, 8.090950009247674)"
1382,"(27, 32)","(-11.661822208796758, 8.029372230977273)"
1383,"(27, 33)","(-11.661822208796758, 7.967794452706873)"
1384,"(27, 34)","(-11.661822208796758, 7.9062166744364735)"
1385,"(27, 35)","(-11.661822208796758, 7.844638896166074)"
1386,"(27, 36)","(-11.661822208796758, 7.783061117895674)"
1387,"(27, 37)","(-11.661822208796758, 7.721483339625273)"
1388,"(27, 38)","(-11.661822208796758, 7.659905561354874)"
1389,"(27, 39)","(-11.661822208796758, 7.598327783084473)"
1390,"(27, 40)","(-11.661822208796758, 7.536750004814074)"
1391,"(27, 41)","(-11.661822208796758, 7.475172226543673)"
1392,"(27, 42)","(-11.661822208796758, 7.413594448273273)"
1393,"(27, 43)","(-11.661822208796758, 7.3520166700028735)"
1394,"(27, 44)","(-11.661822208796758, 7.290438891732474)"
1395,"(27, 45)","(-11.661822208796758, 7.228861113462074)"
1396,"(27, 46)","(-11.661822208796758, 7.167283335191673)"
1397,"(27, 47)","(-11.661822208796758, 7.105705556921274)"
1398,"(27, 48)","(-11.661822208796758, 7.044127778650873)"
1399,"(27, 49)","(-11.661822208796758, 6.982550000380474)"
1400,"(28, 0)","(-11.60120554164516, 9.999861135630074)"
1401,"(28, 1)","(-11.60120554164516, 9.938283357359673)"
1402,"(28, 2)","(-11.60120554164516, 9.876705579089274)"
1403,"(28, 3)","(-11.60120554164516, 9.815127800818873)"
1404,"(28, 4)","(-11.60120554164516, 9.753550022548474)"
1405,"(28, 5)","(-11.60120554164516, 9.691972244278073)"
1406,"(28, 6)","(-11.60120554164516, 9.630394466007674)"
1407,"(28, 7)","(-11.60120554164516, 9.568816687737273)"
1408,"(28, 8)","(-11.60120554164516, 9.507238909466874)"
1409,"(28, 9)","(-11.60120554164516, 9.445661131196474)"
1410,"(28, 10)","(-11.60120554164516, 9.384083352926073)"
1411,"(28, 11)","(-11.60120554164516, 9.322505574655674)"
1412,"(28, 12)","(-11.60120554164516, 9.260927796385273)"
1413,"(28, 13)","(-11.60120554164516, 9.199350018114874)"
1414,"(28, 14)","(-11.60120554164516, 9.137772239844473)"
1415,"(28, 15)","(-11.60120554164516, 9.076194461574074)"
1416,"(28, 16)","(-11.60120554164516, 9.014616683303673)"
1417,"(28, 17)","(-11.60120554164516, 8.953038905033274)"
1418,"(28, 18)","(-11.60120554164516, 8.891461126762874)"
1419,"(28, 19)","(-11.60120554164516, 8.829883348492473)"
1420,"(28, 20)","(-11.60120554164516, 8.768305570222074)"
1421,"(28, 21)","(-11.60120554164516, 8.706727791951673)"
1422,"(28, 22)","(-11.60120554164516, 8.645150013681274)"
1423,"(28, 23)","(-11.60120554164516, 8.583572235410873)"
1424,"(28, 24)","(-11.60120554164516, 8.521994457140474)"
1425,"(28, 25)","(-11.60120554164516, 8.460416678870073)"
1426,"(28, 26)","(-11.60120554164516, 8.398838900599674)"
1427,"(28, 27)","(-11.60120554164516, 8.337261122329274)"
1428,"(28, 28)","(-11.60120554164516, 8.275683344058873)"
1429,"(28, 29)","(-11.60120554164516, 8.214105565788474)"
1430,"(28, 30)","(-11.60120554164516, 8.152527787518073)"
1431,"(28, 31)","(-11.60120554164516, 8.090950009247674)"
1432,"(28, 32)","(-11.60120554164516, 8.029372230977273)"
1433,"(28, 33)","(-11.60120554164516, 7.967794452706873)"
1434,"(28, 34)","(-11.60120554164516, 7.9062166744364735)"
1435,"(28, 35)","(-11.60120554164516, 7.844638896166074)"
1436,"(28, 36)","(-11.60120554164516, 7.783061117895674)"
1437,"(28, 37)","(-11.60120554164516, 7.721483339625273)"
1438,"(28, 38)","(-11.60120554164516, 7.659905561354874)"
1439,"(28, 39)","(-11.60120554164516, 7.598327783084473)"
1440,"(28, 40)","(-11.60120554164516, 7.536750004814074)"
1441,"(28, 41)","(-11.60120554164516, 7.475172226543673)"
1442,"(28, 42)","(-11.60120554164516, 7.413594448273273)"
1443,"(28, 43)","(-11.60120554164516, 7.3520166700028735)"
1444,"(28, 44)","(-11.60120554164516, 7.290438891732474)"
1445,"(28, 45)","(-11.60120554164516, 7.228861113462074)"
1446,"(28, 46)","(-11.60120554164516, 7.167283335191673)"
1447,"(28, 47)","(-11.60120554164516, 7.105705556921274)"
1448,"(28, 48)","(-11.60120554164516, 7.044127778650873)"
1449,"(28, 49)","(-11.60120554164516, 6.982550000380474)"
1450,"(29, 0)","(-11.540588874493558, 9.999861135630074)"
1451,"(29, 1)","(-11.540588874493558, 9.938283357359673)"
1452,"(29, 2)","(-11.540588874493558, 9.876705579089274)"
1453,"(29, 3)","(-11.540588874493558, 9.815127800818873)"
1454,"(29, 4)","(-11.540588874493558, 9.753550022548474)"
1455,"(29, 5)","(-11.540588874493558, 9.691972244278073)"
1456,"(29, 6)","(-11.540588874493558, 9.630394466007674)"
1457,"(29, 7)","(-11.540588874493558, 9.568816687737273)"
1458,"(29, 8)","(-11.540588874493558, 9.507238909466874)"
1459,"(29, 9)","(-11.540588874493558, 9.445661131196474)"
1460,"(29, 10)","(-11.540588874493558, 9.384083352926073)"
1461,"(29, 11)","(-11.540588874493558, 9.322505574655674)"
1462,"(29, 12)","(-11.540588874493558, 9.260927796385273)"
1463,"(29, 13)","(-11.540588874493558, 9.199350018114874)"
1464,"(29, 14)","(-11.540588874493558, 9.137772239844473)"
1465,"(29, 15)","(-11.540588874493558, 9.076194461574074)"
1466,"(29, 16)","(-11.540588874493558, 9.014616683303673)"
1467,"(29, 17)","(-11.540588874493558, 8.953038905033274)"
1468,"(29, 18)","(-11.540588874493558, 8.891461126762874)"
1469,"(29, 19)","(-11.540588874493558, 8.829883348492473)"
1470,"(29, 20)","(-11.540588874493558, 8.768305570222074)"
1471,"(29, 21)","(-11.540588874493558, 8.706727791951673)"
1472,"(29, 22)","(-11.540588874493558, 8.645150013681274)"
1473,"(29, 23)","(-11.540588874493558, 8.583572235410873)"
1474,"(29, 24)","(-11.540588874493558, 8.521994457140474)"
1475,"(29, 25)","(-11.540588874493558, 8.460416678870073)"
1476,"(29, 26)","(-11.540588874493558, 8.398838900599674)"
1477,"(29, 27)","(-11.540588874493558, 8.337261122329274)"
1478,"(29, 28)","(-11.540588874493558, 8.275683344058873)"
1479,"(29, 29)","(-11.540588874493558, 8.214105565788474)"
1480,"(29, 30)","(-11.540588874493558, 8.152527787518073)"
1481,"(29, 31)","(-11.540588874493558, 8.090950009247674)"
1482,"(29, 32)","(-11.540588874493558, 8.029372230977273)"
1483,"(29, 33)","(-11.540588874493558, 7.967794452706873)"
1484,"(29, 34)","(-11.540588874493558, 7.9062166744364735)"
1485,"(29, 35)","(-11.540588874493558, 7.844638896166074)"
1486,"(29, 36)","(-11.540588874493558, 7.783061117895674)"
1487,"(29, 37)","(-11.540588874493558, 7.721483339625273)"
1488,"(29, 38)","(-11.540588874493558, 7.659905561354874)"
1489,"(29, 39)","(-11.540588874493558, 7.598327783084473)"
1490,"(29, 40)","(-11.540588874493558, 7.536750004814074)"
1491,"(29, 41)","(-11.540588874493558, 7.475172226543673)"
1492,"(29, 42)","(-11.540588874493558, 7.413594448273273)"
1493,"(29, 43)","(-11.540588874493558, 7.3520166700028735)"
1494,"(29, 44)","(-11.540588874493558, 7.290438891732474)"
1495,"(29, 45)","(-11.540588874493558, 7.228861113462074)"
1496,"(29, 46)","(-11.540588874493558, 7.167283335191673)"
1497,"(29, 47)","(-11.540588874493558, 7.105705556921274)"
1498,"(29, 48)","(-11.540588874493558, 7.044127778650873)"
1499,"(29, 49)","(-11.540588874493558, 6.982550000380474)"
1500,"(30, 0)","(-11.479972207341959, 9.999861135630074)"
1501,"(30, 1)","(-11.479972207341959, 9.938283357359673)"
1502,"(30, 2)","(-11.479972207341959, 9.876705579089274)"
1503,"(30, 3)","(-11.479972207341959, 9.815127800818873)"
1504,"(30, 4)","(-11.479972207341959, 9.753550022548474)"
1505,"(30, 5)","(-11.479972207341959, 9.691972244278073)"
1506,"(30, 6)","(-11.479972207341959, 9.630394466007674)"
1507,"(30, 7)","(-11.479972207341959, 9.568816687737273)"
1508,"(30, 8)","(-11.479972207341959, 9.507238909466874)"
1509,"(30, 9)","(-11.479972207341959, 9.445661131196474)"
1510,"(30, 10)","(-11.479972207341959, 9.384083352926073)"
1511,"(30, 11)","(-11.479972207341959, 9.322505574655674)"
1512,"(30, 12)","(-11.479972207341959, 9.260927796385273)"
1513,"(30, 13)","(-11.479972207341959, 9.199350018114874)"
1514,"(30, 14)","(-11.479972207341959, 9.137772239844473)"
1515,"(30, 15)","(-11.479972207341959, 9.076194461574074)"
1516,"(30, 16)","(-11.479972207341959, 9.014616683303673)"
1517,"(30, 17)","(-11.479972207341959, 8.953038905033274)"
1518,"(30, 18)","(-11.479972207341959, 8.891461126762874)"
1519,"(30, 19)","(-11.479972207341959, 8.829883348492473)"
1520,"(30, 20)","(-11.479972207341959, 8.768305570222074)"
1521,"(30, 21)","(-11.479972207341959, 8.706727791951673)"
1522,"(30, 22)","(-11.479972207341959, 8.645150013681274)"
1523,"(30, 23)","(-11.479972207341959, 8.583572235410873)"
1524,"(30, 24)","(-11.479972207341959, 8.521994457140474)"
1525,"(30, 25)","(-11.479972207341959, 8.460416678870073)"
1526,"(30, 26)","(-11.479972207341959, 8.398838900599674)"
1527,"(30, 27)","(-11.479972207341959, 8.337261122329274)"
1528,"(30, 28)","(-11.479972207341959, 8.275683344058873)"
1529,"(30, 29)","(-11.479972207341959, 8.214105565788474)"
1530,"(30, 30)","(-11.479972207341959, 8.152527787518073)"
1531,"(30, 31)","(-11.479972207341959, 8.090950009247674)"
1532,"(30, 32)","(-11.479972207341959, 8.029372230977273)"
1533,"(30, 33)","(-11.479972207341959, 7.967794452706873)"
1534,"(30, 34)","(-11.479972207341959, 7.9062166744364735)"
1535,"(30, 35)","(-11.479972207341959, 7.844638896166074)"
1536,"(30, 36)","(-11.479972207341959, 7.783061117895674)"
1537,"(30, 37)","(-11.479972207341959, 7.721483339625273)"
1538,"(30, 38)","(-11.479972207341959, 7.659905561354874)"
1539,"(30, 39)","(-11.479972207341959, 7.598327783084473)"
1540,"(30, 40)","(-11.479972207341959, 7.536750004814074)"
1541,"(30, 41)","(-11.479972207341959, 7.475172226543673)"
1542,"(30, 42)","(-11.479972207341959, 7.413594448273273)"
1543,"(30, 43)","(-11.479972207341959, 7.3520166700028735)"
1544,"(30, 44)","(-11.479972207341959, 7.290438891732474)"
1545,"(30, 45)","(-11.479972207341959, 7.228861113462074)"
1546,"(30, 46)","(-11.479972207341959, 7.167283335191673)"
1547,"(30, 47)","(-11.479972207341959, 7.105705556921274)"
1548,"(30, 48)","(-11.479972207341959, 7.044127778650873)"
1549,"(30, 49)","(-11.479972207341959, 6.982550000380474)"
1550,"(31, 0)","(-11.41935554019036, 9.999861135630074)"
1551,"(31, 1)","(-11.41935554019036, 9.938283357359673)"
1552,"(31, 2)","(-11.41935554019036, 9.876705579089274)"
1553,"(31, 3)","(-11.41935554019036, 9.815127800818873)"
1554,"(31, 4)","(-11.41935554019036, 9.753550022548474)"
1555,"(31, 5)","(-11.41935554019036, 9.691972244278073)"
1556,"(31, 6)","(-11.41935554019036, 9.630394466007674)"
1557,"(31, 7)","(-11.41935554019036, 9.568816687737273)"
1558,"(31, 8)","(-11.41935554019036, 9.507238909466874)"
1559,"(31, 9)","(-11.41935554019036, 9.445661131196474)"
1560,"(31, 10)","(-11.41935554019036, 9.384083352926073)"
1561,"(31, 11)","(-11.41935554019036, 9.322505574655674)"
1562,"(31, 12)","(-11.41935554019036, 9.260927796385273)"
1563,"(31, 13)","(-11.41935554019036, 9.199350018114874)"
1564,"(31, 14)","(-11.41935554019036, 9.137772239844473)"
1565,"(31, 15)","(-11.41935554019036, 9.076194461574074)"
1566,"(31, 16)","(-11.41935554019036, 9.014616683303673)"
1567,"(31, 17)","(-11.41935554019036, 8.953038905033274)"
1568,"(31, 18)","(-11.41935554019036, 8.891461126762874)"
1569,"(31, 19)","(-11.41935554019036, 8.829883348492473)"
1570,"(31, 20)","(-11.41935554019036, 8.768305570222074)"
1571,"(31, 21)","(-11.41935554019036, 8.706727791951673)"
1572,"(31, 22)","(-11.41935554019036, 8.645150013681274)"
1573,"(31, 23)","(-11.41935554019036, 8.583572235410873)"
1574,"(31, 24)","(-11.41935554019036, 8.521994457140474)"
1575,"(31, 25)","(-11.41935554019036, 8.460416678870073)"
1576,"(31, 26)","(-11.41935554019036, 8.398838900599674)"
1577,"(31, 27)","(-11.41935554019036, 8.337261122329274)"
1578,"(31, 28)","(-11.41935554019036, 8.275683344058873)"
1579,"(31, 29)","(-11.41935554019036, 8.214105565788474)"
1580,"(31, 30)","(-11.41935554019036, 8.152527787518073)"
1581,"(31, 31)","(-11.41935554019036, 8.090950009247674)"
1582,"(31, 32)","(-11.41935554019036, 8.029372230977273)"
1583,"(31, 33)","(-11.41935554019036, 7.967794452706873)"
1584,"(31, 34)","(-11.41935554019036, 7.9062166744364735)"
1585,"(31, 35)","(-11.41935554019036, 7.844638896166074)"
1586,"(31, 36)","(-11.41935554019036, 7.783061117895674)"
1587,"(31, 37)","(-11.41935554019036, 7.721483339625273)"
1588,"(31, 38)","(-11.41935554019036, 7.659905561354874)"
1589,"(31, 39)","(-11.41935554019036, 7.598327783084473)"
1590,"(31, 40)","(-11.41935554019036, 7.536750004814074)"
1591,"(31, 41)","(-11.41935554019036, 7.475172226543673)"
1592,"(31, 42)","(-11.41935554019036, 7.413594448273273)"
1593,"(31, 43)","(-11.41935554019036, 7.3520166700028735)"
1594,"(31, 44)","(-11.41935554019036, 7.290438891732474)"
1595,"(31, 45)","(-11.41935554019036, 7.228861113462074)"
1596,"(31, 46)","(-11.41935554019036, 7.167283335191673)"
1597,"(31, 47)","(-11.41935554019036, 7.105705556921274)"
1598,"(31, 48)","(-11.41935554019036, 7.044127778650873)"
1599,"(31, 49)","(-11.41935554019036, 6.982550000380474)"
1600,"(32, 0)","(-11.358738873038758, 9.999861135630074)"
1601,"(32, 1)","(-11.358738873038758, 9.938283357359673)"
1602,"(32, 2)","(-11.358738873038758, 9.876705579089274)"
1603,"(32, 3)","(-11.358738873038758, 9.815127800818873)"
1604,"(32, 4)","(-11.358738873038758, 9.753550022548474)"
1605,"(32, 5)","(-11.358738873038758, 9.691972244278073)"
1606,"(32, 6)","(-11.358738873038758, 9.630394466007674)"
1607,"(32, 7)","(-11.358738873038758, 9.568816687737273)"
1608,"(32, 8)","(-11.358738873038758, 9.507238909466874)"
1609,"(32, 9)","(-11.358738873038758, 9.445661131196474)"
1610,"(32, 10)","(-11.358738873038758, 9.384083352926073)"
1611,"(32, 11)","(-11.358738873038758, 9.322505574655674)"
1612,"(32, 12)","(-11.358738873038758, 9.260927796385273)"
1613,"(32, 13)","(-11.358738873038758, 9.199350018114874)"
1614,"(32, 14)","(-11.358738873038758, 9.137772239844473)"
1615,"(32, 15)","(-11.358738873038758, 9.076194461574074)"
1616,"(32, 16)","(-11.358738873038758, 9.014616683303673)"
1617,"(32, 17)","(-11.358738873038758, 8.953038905033274)"
1618,"(32, 18)","(-11.358738873038758, 8.891461126762874)"
1619,"(32, 19)","(-11.358738873038758, 8.829883348492473)"
1620,"(32, 20)","(-11.358738873038758, 8.768305570222074)"
1621,"(32, 21)","(-11.358738873038758, 8.706727791951673)"
1622,"(32, 22)","(-11.358738873038758, 8.645150013681274)"
1623,"(32, 23)","(-11.358738873038758, 8.583572235410873)"
1624,"(32, 24)","(-11.358738873038758, 8.521994457140474)"
1625,"(32, 25)","(-11.358738873038758, 8.460416678870073)"
1626,"(32, 26)","(-11.358738873038758, 8.398838900599674)"
1627,"(32, 27)","(-11.358738873038758, 8.337261122329274)"
1628,"(32, 28)","(-11.358738873038758, 8.275683344058873)"
1629,"(32, 29)","(-11.358738873038758, 8.214105565788474)"
1630,"(32, 30)","(-11.358738873038758, 8.152527787518073)"
1631,"(32, 31)","(-11.358738873038758, 8.090950009247674)"
1632,"(32, 32)","(-11.358738873038758, 8.029372230977273)"
1633,"(32, 33)","(-11.358738873038758, 7.967794452706873)"
1634,"(32, 34)","(-11.358738873038758, 7.9062166744364735)"
1635,"(32, 35)","(-11.358738873038758, 7.844638896166074)"
1636,"(32, 36)","(-11.358738873038758, 7.783061117895674)"
1637,"(32, 37)","(-11.358738873038758, 7.721483339625273)"
1638,"(32, 38)","(-11.358738873038758, 7.659905561354874)"
1639,"(32, 39)","(-11.358738873038758, 7.598327783084473)"
1640,"(32, 40)","(-11.358738873038758, 7.536750004814074)"
1641,"(32, 41)","(-11.358738873038758, 7.475172226543673)"
1642,"(32, 42)","(-11.358738873038758, 7.413594448273273)"
1643,"(32, 43)","(-11.358738873038758, 7.3520166700028735)"
1644,"(32, 44)","(-11.358738873038758, 7.290438891732474)"
1645,"(32, 45)","(-11.358738873038758, 7.228861113462074)"
1646,"(32, 46)","(-11.358738873038758, 7.167283335191673)"
1647,"(32, 47)","(-11.358738873038758, 7.105705556921274)"
1648,"(32, 48)","(-11.358738873038758, 7.044127778650873)"
1649,"(32, 49)","(-11.358738873038758, 6.982550000380474)"
1650,"(33, 0)","(-11.298122205887159, 9.999861135630074)"
1651,"(33, 1)","(-11.298122205887159, 9.938283357359673)"
1652,"(33, 2)","(-11.298122205887159, 9.876705579089274)"
1653,"(33, 3)","(-11.298122205887159, 9.815127800818873)"
1654,"(33, 4)","(-11.298122205887159, 9.753550022548474)"
1655,"(33, 5)","(-11.298122205887159, 9.691972244278073)"
1656,"(33, 6)","(-11.298122205887159, 9.630394466007674)"
1657,"(33, 7)","(-11.298122205887159, 9.568816687737273)"
1658,"(33, 8)","(-11.298122205887159, 9.507238909466874)"
1659,"(33, 9)","(-11.298122205887159, 9.445661131196474)"
1660,"(33, 10)","(-11.298122205887159, 9.384083352926073)"
1661,"(33, 11)","(-11.298122205887159, 9.322505574655674)"
1662,"(33, 12)","(-11.298122205887159, 9.260927796385273)"
1663,"(33, 13)","(-11.298122205887159, 9.199350018114874)"
1664,"(33, 14)","(-11.298122205887159, 9.137772239844473)"
1665,"(33, 15)","(-11.298122205887159, 9.076194461574074)"
1666,"(33, 16)","(-11.298122205887159, 9.014616683303673)"
1667,"(33, 17)","(-11.298122205887159, 8.953038905033274)"
1668,"(33, 18)","(-11.298122205887159, 8.891461126762874)"
1669,"(33, 19)","(-11.298122205887159, 8.829883348492473)"
1670,"(33, 20)","(-11.298122205887159, 8.768305570222074)"
1671,"(33, 21)","(-11.298122205887159, 8.706727791951673)"
1672,"(33, 22)","(-11.298122205887159, 8.645150013681274)"
1673,"(33, 23)","(-11.298122205887159, 8.583572235410873)"
1674,"(33, 24)","(-11.298122205887159, 8.521994457140474)"
1675,"(33, 25)","(-11.298122205887159, 8.460416678870073)"
1676,"(33, 26)","(-11.298122205887159, 8.398838900599674)"
1677,"(33, 27)","(-11.298122205887159, 8.337261122329274)"
1678,"(33, 28)","(-11.298122205887159, 8.275683344058873)"
1679,"(33, 29)","(-11.298122205887159, 8.214105565788474)"
1680,"(33, 30)","(-11.298122205887159, 8.152527787518073)"
1681,"(33, 31)","(-11.298122205887159, 8.090950009247674)"
1682,"(33, 32)","(-11.298122205887159, 8.029372230977273)"
1683,"(33, 33)","(-11.298122205887159, 7.967794452706873)"
1684,"(33, 34)","(-11.298122205887159, 7.9062166744364735)"
1685,"(33, 35)","(-11.298122205887159, 7.844638896166074)"
1686,"(33, 36)","(-11.298122205887159, 7.783061117895674)"
1687,"(33, 37)","(-11.298122205887159, 7.721483339625273)"
1688,"(33, 38)","(-11.298122205887159, 7.659905561354874)"
1689,"(33, 39)","(-11.298122205887159, 7.598327783084473)"
1690,"(33, 40)","(-11.298122205887159, 7.536750004814074)"
1691,"(33, 41)","(-11.298122205887159, 7.475172226543673)"
1692,"(33, 42)","(-11.298122205887159, 7.413594448273273)"
1693,"(33, 43)","(-11.298122205887159, 7.3520166700028735)"
1694,"(33, 44)","(-11.298122205887159, 7.290438891732474)"
1695,"(33, 45)","(-11.298122205887159, 7.228861113462074)"
1696,"(33, 46)","(-11.298122205887159, 7.167283335191673)"
1697,"(33, 47)","(-11.298122205887159, 7.105705556921274)"
1698,"(33, 48)","(-11.298122205887159, 7.044127778650873)"
1699,"(33, 49)","(-11.298122205887159, 6.982550000380474)"
1700,"(34, 0)","(-11.237505538735558, 9.999861135630074)"
1701,"(34, 1)","(-11.237505538735558, 9.938283357359673)"
1702,"(34, 2)","(-11.237505538735558, 9.876705579089274)"
1703,"(34, 3)","(-11.237505538735558, 9.815127800818873)"
1704,"(34, 4)","(-11.237505538735558, 9.753550022548474)"
1705,"(34, 5)","(-11.237505538735558, 9.691972244278073)"
1706,"(34, 6)","(-11.237505538735558, 9.630394466007674)"
1707,"(34, 7)","(-11.237505538735558, 9.568816687737273)"
1708,"(34, 8)","(-11.237505538735558, 9.507238909466874)"
1709,"(34, 9)","(-11.237505538735558, 9.445661131196474)"
1710,"(34, 10)","(-11.237505538735558, 9.384083352926073)"
1711,"(34, 11)","(-11.237505538735558, 9.322505574655674)"
1712,"(34, 12)","(-11.237505538735558, 9.260927796385273)"
1713,"(34, 13)","(-11.237505538735558, 9.199350018114874)"
1714,"(34, 14)","(-11.237505538735558, 9.137772239844473)"
1715,"(34, 15)","(-11.237505538735558, 9.076194461574074)"
1716,"(34, 16)","(-11.237505538735558, 9.014616683303673)"
1717,"(34, 17)","(-11.237505538735558, 8.953038905033274)"
1718,"(34, 18)","(-11.237505538735558, 8.891461126762874)"
1719,"(34, 19)","(-11.237505538735558, 8.829883348492473)"
1720,"(34, 20)","(-11.237505538735558, 8.768305570222074)"
1721,"(34, 21)","(-11.237505538735558, 8.706727791951673)"
1722,"(34, 22)","(-11.237505538735558, 8.645150013681274)"
1723,"(34, 23)","(-11.237505538735558, 8.583572235410873)"
1724,"(34, 24)","(-11.237505538735558, 8.521994457140474)"
1725,"(34, 25)","(-11.237505538735558, 8.460416678870073)"
1726,"(34, 26)","(-11.237505538735558, 8.398838900599674)"
1727,"(34, 27)","(-11.237505538735558, 8.337261122329274)"
1728,"(34, 28)","(-11.237505538735558, 8.275683344058873)"
1729,"(34, 29)","(-11.237505538735558, 8.214105565788474)"
1730,"(34, 30)","(-11.237505538735558, 8.152527787518073)"
1731,"(34, 31)","(-11.237505538735558, 8.090950009247674)"
1732,"(34, 32)","(-11.237505538735558, 8.029372230977273)"
1733,"(34, 33)","(-11.237505538735558, 7.967794452706873)"
1734,"(34, 34)","(-11.237505538735558, 7.9062166744364735)"
1735,"(34, 35)","(-11.237505538735558, 7.844638896166074)"
1736,"(34, 36)","(-11.237505538735558, 7.783061117895674)"
1737,"(34, 37)","(-11.237505538735558, 7.721483339625273)"
1738,"(34, 38)","(-11.237505538735558, 7.659905561354874)"
1739,"(34, 39)","(-11.237505538735558, 7.598327783084473)"
1740,"(34, 40)","(-11.237505538735558, 7.536750004814074)"
1741,"(34, 41)","(-11.237505538735558, 7.475172226543673)"
1742,"(34, 42)","(-11.237505538735558, 7.413594448273273)"
1743,"(34, 43)","(-11.237505538735558, 7.3520166700028735)"
1744,"(34, 44)","(-11.237505538735558, 7.290438891732474)"
1745,"(34, 45)","(-11.237505538735558, 7.228861113462074)"
1746,"(34, 46)","(-11.237505538735558, 7.167283335191673)"
1747,"(34, 47)","(-11.237505538735558, 7.105705556921274)"
1748,"(34, 48)","(-11.237505538735558, 7.044127778650873)"
1749,"(34, 49)","(-11.237505538735558, 6.982550000380474)"
1750,"(35, 0)","(-11.176888871583959, 9.999861135630074)"
1751,"(35, 1)","(-11.176888871583959, 9.938283357359673)"
1752,"(35, 2)","(-11.176888871583959, 9.876705579089274)"
1753,"(35, 3)","(-11.176888871583959, 9.815127800818873)"
1754,"(35, 4)","(-11.176888871583959, 9.753550022548474)"
1755,"(35, 5)","(-11.176888871583959, 9.691972244278073)"
1756,"(35, 6)","(-11.176888871583959, 9.630394466007674)"
1757,"(35, 7)","(-11.176888871583959, 9.568816687737273)"
1758,"(35, 8)","(-11.176888871583959, 9.507238909466874)"
1759,"(35, 9)","(-11.176888871583959, 9.445661131196474)"
1760,"(35, 10)","(-11.176888871583959, 9.384083352926073)"
1761,"(35, 11)","(-11.176888871583959, 9.322505574655674)"
1762,"(35, 12)","(-11.176888871583959, 9.260927796385273)"
1763,"(35, 13)","(-11.176888871583959, 9.199350018114874)"
1764,"(35, 14)","(-11.176888871583959, 9.137772239844473)"
1765,"(35, 15)","(-11.176888871583959, 9.076194461574074)"
1766,"(35, 16)","(-11.176888871583959, 9.014616683303673)"
1767,"(35, 17)","(-11.176888871583959, 8.953038905033274)"
1768,"(35, 18)","(-11.176888871583959, 8.891461126762874)"
1769,"(35, 19)","(-11.176888871583959, 8.829883348492473)"
1770,"(35, 20)","(-11.176888871583959, 8.768305570222074)"
1771,"(35, 21)","(-11.176888871583959, 8.706727791951673)"
1772,"(35, 22)","(-11.176888871583959, 8.645150013681274)"
